31,24,240,947276
13,24,225,525093
17,22,172,1763400
32,27,237,3333333
25,32,220,4000000
11,31,245,9756250
22,24,260,1000000
0,27,186,8000000
5,27,200,13125306
30,24,205,947276
12,27,189,189455
50,30,250,947276
9,21,210,525093
0,28,245,6110034
25,31,289,13500000
44,23,240,2612520
14,22,232,6331404
3,24,185,3034356
1,30,200,5675000
7,27,200,2139000
15,26,184,12000000
2,29,237,7000000
40,23,240,4204200
1,32,235,22192730
9,31,220,10151612
7,30,190,14783000
14,30,205,947276
40,36,235,2854940
2,34,240,261894
8,24,186,845059
4,29,240,5543725
0,22,200,525093
5,33,245,947276
3,34,220,20000000
12,23,165,
21,26,265,981348
20,20,225,2481720
11,30,205,
3,26,245,947276
10,23,205,2288205
0,20,220,4171680
23,21,218,3741480
7,29,235,7900000
55,26,169,8344497
11,23,200,845059
13,24,175,1294440
44,26,250,2380593
5,24,210,5192520
4,22,185,2505720
14,30,240,4300000
9,25,260,11250000
32,32,175,5000000
6,33,220,4000000
3,22,207,5694674
1,30,225,4375000
8,24,218,561716
90,34,250,3300000
13,32,240,11217391
21,27,242,273038
42,33,250,13000000
5,26,245,8000000
12,20,205,1920240
22,23,198,4662960
7,30,190,2170465
17,30,195,1100602
15,29,205,200600
2,25,195,15851950
0,28,235,2814000
12,28,183,3000000
5,25,175,3533333
21,29,225,10449438
35,26,228,11235955
8,27,225,14000000
14,21,210,1584480
15,21,250,1300000
77,24,220,1709719
3,36,218,947276
0,20,200,3102240
1,34,190,4345000
23,21,280,1842000
9,23,214,258489
6,23,210,
88,28,240,3950001
5,26,241,1474440
21,40,240,8500000
1,20,195,1282080
8,21,189,2148360
15,23,223,2056920
33,25,237,1938840
14,30,307,12100000
12,36,212,947276
9,25,194,12700000
10,29,230,1149500
4,25,250,
32,20,244,5703600
22,21,199,5758680
12,22,255,2279040
4,35,255,3750000
35,27,240,20158622
6,32,213,3135000
34,24,230,1140240
9,26,245,12250000
11,24,245,16407500
33,24,255,1463040
13,38,250,222888
2,30,210,3344000
22,21,185,2021520
21,24,210,1210800
5,28,228,4500000
3,24,220,5138430
0,27,200,16744218
34,20,240,525093
8,25,215,8042895
5,23,206,625093
23,24,210,947276
17,27,240,6980802
4,23,215,2894059
9,28,215,6000000
35,34,265,5016000
11,24,245,3075880
0,25,195,4236287
3,24,200,2525160
44,23,185,525093
24,26,235,1415520
2,30,173,2854940
21,20,240,2637720
33,28,228,4775000
3,23,191,2658240
10,24,214,9463484
11,20,190,3777720
15,24,265,12000000
27,23,245,1175880
20,26,226,15409570
5,23,206,1348440
2,28,226,2050000
23,26,206,981348
41,20,234,2239800
8,26,203,2433333
25,24,179,900000
21,26,256,2900000
24,26,231,947276
